x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
0.0,2.6169734662434706e6,302227.91676200775,6.140875021322551e6,4.306335423554722e6,264698.6649888917,3.194052937414399e6,93267.596351287,88247.86082992732,98150.90985045362,306969.9600719187,99336.37270611625,61191.55026389132,116950.99741455913,73221.09951606973,72099.35867288176,84093.80418722985,4.86577350832816e6,4.419430105797904e6,2.665746381929131e6,3.5349305892662536e6,3.9234958759202696e6,4.23521561703787e6,3.7855700506727314e6,2.799940476123774e6
2.6169734662434706e6,0.0,77959.86784624036,5.180756306492034e6,3.248981438975275e6,98422.81774634967,5.214826460678355e6,245288.95601549093,263815.8725016669,285906.54098667327,4.602418342277998e6,238860.6834385371,2.512091161585574e6,222068.04737462904,281662.546724259,291178.8354754838,258500.39611657814,3.0356826714604506e6,3.7714681644833735e6,6951.839979624738,5.415638016717831e6,5.681053732111791e6,5.095512449745081e6,5.425362358603926e6,27723.41051513844
302227.91676200775,77959.86784624036,0.0,5.3796840294147255e6,3.773783576060682e6,142626.6560313759,5.041452893755207e6,217777.04325315097,232778.08477254302,249247.43586176226,4.485325551917777e6,219210.0567117707,291581.65569785866,207356.97327901813,261985.39963058347,274086.69760783506,231948.50579719187,3.478510456066764e6,4.252903455566732e6,82344.69296511901,5.340473947557328e6,5.582858298046258e6,4.693537839164057e6,5.451859658005278e6,100056.33456706101
6.140875021322551e6,5.180756306492034e6,5.3796840294147255e6,0.0,3.759159881791441e6,5.420142010990914e6,5.9913109106904445e6,6.066877285681817e6,6.116119708683493e6,6.169582128432563e6,6.158481230542682e6,6.033842612756757e6,6.182919482991923e6,5.978394301564942e6,6.127310587706414e6,6.135231108025621e6,6.096658494850729e6,2.9117053869756344e6,3.7781657209450486e6,5.147998273856851e6,5.735550720260406e6,5.571608522822428e6,5.456455727317558e6,5.458374620257092e6,5.050345538138968e6
4.306335423554722e6,3.248981438975275e6,3.773783576060682e6,3.759159881791441e6,0.0,3.0459959222611254e6,5.503909555702688e6,4.139221531127819e6,4.258374719456499e6,4.433718463244376e6,4.962850069221189e6,3.994384266421336e6,4.21111918754688e6,3.8724848060192773e6,4.116428174089691e6,4.0939908188039926e6,4.166563181358042e6,231779.14752051467,91582.98718216925,3.2215982069653394e6,5.174550572567452e6,5.4178754907107735e6,6.331715755849422e6,4.681567949372439e6,3.113827812266925e6
264698.6649888917,98422.81774634967,142626.6560313759,5.420142010990914e6,3.0459959222611254e6,0.0,4.856802158152222e6,192956.79323784215,213930.4493038679,241405.76384971107,4.119497295945277e6,178121.5643848462,246370.1000452231,157872.22899922403,217526.25821057314,223916.3407797125,203706.36195000925,3.301786036024997e6,3.479559568534547e6,102458.36380237606,5.008211073649036e6,5.340515089230424e6,5.211477075356023e6,4.972986148513591e6,112379.01558735843
3.194052937414399e6,5.214826460678355e6,5.041452893755207e6,5.9913109106904445e6,5.503909555702688e6,4.856802158152222e6,0.0,3.819361810723744e6,3.6969660997344772e6,3.559026393914827e6,138759.3439175493,3.861804714112425e6,3.3509555024494175e6,3.978457674923159e6,3.5672185510681e6,3.5055001241286146e6,3.7272726660303283e6,6.19497443409696e6,5.226885286826887e6,5.246302098250323e6,109409.79940078224,127532.45516854695,3.1429292617795845e6,214175.302791887,5.331536654926661e6
93267.596351287,245288.95601549093,217777.04325315097,6.066877285681817e6,4.139221531127819e6,192956.79323784215,3.819361810723744e6,0.0,21752.764653508475,51435.42094055384,3.0635076232185643e6,24663.654952069395,78946.23112829345,42463.81113990583,49806.40230227048,64376.25440530529,14784.407601493358,4.531696158634766e6,4.368656309649684e6,251821.80144018892,4.172674342997792e6,4.529195119888368e6,4.353907346959887e6,4.366477558092643e6,270258.9932836356
88247.86082992732,263815.8725016669,232778.08477254302,6.116119708683493e6,4.258374719456499e6,213930.4493038679,3.6969660997344772e6,21752.764653508475,0.0,30155.704708106306,2.9526317312513306e6,42894.47993365359,69364.7587339409,62843.546959627085,46669.56423344451,61052.188248851504,15859.622415901236,4.65254953270193e6,4.468646801042966e6,270324.41084220575,4.07676471528234e6,4.430505146885292e6,4.24057443241241e6,4.300848406860538e6,288837.0249035355
98150.90985045362,285906.54098667327,249247.43586176226,6.169582128432563e6,4.433718463244376e6,241405.76384971107,3.559026393914827e6,51435.42094055384,30155.704708106306,0.0,2.849562920455875e6,72769.31198121751,73942.01576183758,92854.17550183009,63561.78382002418,75216.32343744667,44800.955946563816,4.8035679825835675e6,4.626305691300384e6,292374.1317610995,3.982646094145176e6,4.324475034155737e6,4.061597753347581e6,4.2539463529961705e6,2.5085175699985838e6
306969.9600719187,4.602418342277998e6,4.485325551917777e6,6.158481230542682e6,4.962850069221189e6,4.119497295945277e6,138759.3439175493,3.0635076232185643e6,2.9526317312513306e6,2.849562920455875e6,0.0,3.0717777601169143e6,2.5069773981576497e6,3.1829627409101734e6,2.743640645693158e6,2.6597411701769917e6,2.958525456130767e6,5.851940794468025e6,4.715681930932389e6,4.638216308425122e6,166460.786829577,227888.16405313768,3.792958223805609e6,221494.14177515754,4.730957372614969e6
99336.37270611625,238860.6834385371,219210.0567117707,6.033842612756757e6,3.994384266421336e6,178121.5643848462,3.861804714112425e6,24663.654952069395,42894.47993365359,72769.31198121751,3.0717777601169143e6,0.0,77859.80441575474,21125.684018689815,45697.591480517905,57760.17576472729,28364.904425509892,4.444507370504615e6,4.222516600944566e6,245282.72499888396,4.175983229772385e6,4.546780096828479e6,4.491246484313574e6,4.331041975864181e6,263004.1720992314
61191.55026389132,2.512091161585574e6,291581.65569785866,6.182919482991923e6,4.21111918754688e6,246370.1000452231,3.3509555024494175e6,78946.23112829345,69364.7587339409,73942.01576183758,2.5069773981576497e6,77859.80441575474,0.0,94974.66913040425,32270.559892910238,23629.78522650712,64479.53952811614,4.812141706580498e6,4.335599868248428e6,2.5615542189334733e6,3.682526626228466e6,4.083872345912671e6,4.3186235854476765e6,3.8805659171948074e6,2.6962742425681176e6
116950.99741455913,222068.04737462904,207356.97327901813,5.978394301564942e6,3.8724848060192773e6,157872.22899922403,3.978457674923159e6,42463.81113990583,62843.546959627085,92854.17550183009,3.1829627409101734e6,21125.684018689815,94974.66913040425,0.0,63197.115958865295,73042.03947247427,49177.07847982183,4.321940413149503e6,4.1195713092765827e6,228441.25998255395,4.267384707633251e6,4.638950586061496e6,4.596703339154609e6,4.393501347839547e6,245843.07456126242
73221.09951606973,281662.546724259,261985.39963058347,6.127310587706414e6,4.116428174089691e6,217526.25821057314,3.5672185510681e6,49806.40230227048,46669.56423344451,63561.78382002418,2.743640645693158e6,45697.591480517905,32270.559892910238,63197.115958865295,0.0,14807.027619772925,36571.36212651758,4.661825070039282e6,4.283409711342601e6,287915.21410991304,3.8908199163515735e6,4.280546929770947e6,4.394663505970916e6,4.0691780304112043e6,305018.0083333408
72099.35867288176,291178.8354754838,274086.69760783506,6.135231108025621e6,4.0939908188039926e6,223916.3407797125,3.5055001241286146e6,64376.25440530529,61052.188248851504,75216.32343744667,2.6597411701769917e6,57760.17576472729,23629.78522650712,73042.03947247427,14807.027619772925,0.0,51350.3288553999,4.685442939187301e6,4.242938370319004e6,297326.5323680039,3.8142349290859574e6,4.214456904935024e6,4.422661684000691e6,3.98244124804269e6,2.5320032985068206e6
84093.80418722985,258500.39611657814,231948.50579719187,6.096658494850729e6,4.166563181358042e6,203706.36195000925,3.7272726660303283e6,14784.407601493358,15859.622415901236,44800.955946563816,2.958525456130767e6,28364.904425509892,64479.53952811614,49177.07847982183,36571.36212651758,51350.3288553999,0.0,4.595680246394164e6,4.3767007148800995e6,264973.63848798006,4.081775736716055e6,4.44539920064906e6,4.332289668133179e6,4.280780161151094e6,283145.54779740615
4.86577350832816e6,3.0356826714604506e6,3.478510456066764e6,2.9117053869756344e6,231779.14752051467,3.301786036024997e6,6.19497443409696e6,4.531696158634766e6,4.65254953270193e6,4.8035679825835675e6,5.851940794468025e6,4.444507370504615e6,4.812141706580498e6,4.321940413149503e6,4.661825070039282e6,4.685442939187301e6,4.595680246394164e6,0.0,303637.7193400651,2.988114817782706e6,6.039256706490457e6,6.15226155174028e6,6.061018859445804e6,5.7292397726494e6,2.838131517763715e6
4.419430105797904e6,3.7714681644833735e6,4.252903455566732e6,3.7781657209450486e6,91582.98718216925,3.479559568534547e6,5.226885286826887e6,4.368656309649684e6,4.468646801042966e6,4.626305691300384e6,4.715681930932389e6,4.222516600944566e6,4.335599868248428e6,4.1195713092765827e6,4.283409711342601e6,4.242938370319004e6,4.3767007148800995e6,303637.7193400651,0.0,3.750994740081277e6,4.795779610310232e6,5.0395727569712745e6,6.341142008738493e6,4.21445194218874e6,3.662678691886899e6
2.665746381929131e6,6951.839979624738,82344.69296511901,5.147998273856851e6,3.2215982069653394e6,102458.36380237606,5.246302098250323e6,251821.80144018892,270324.41084220575,292374.1317610995,4.638216308425122e6,245282.72499888396,2.5615542189334733e6,228441.25998255395,287915.21410991304,297326.5323680039,264973.63848798006,2.988114817782706e6,3.750994740081277e6,0.0,5.441818773721234e6,5.704566320450751e6,5.116645471239129e6,5.446105824453456e6,20923.023414790594
3.5349305892662536e6,5.415638016717831e6,5.340473947557328e6,5.735550720260406e6,5.174550572567452e6,5.008211073649036e6,109409.79940078224,4.172674342997792e6,4.07676471528234e6,3.982646094145176e6,166460.786829577,4.175983229772385e6,3.682526626228466e6,4.267384707633251e6,3.8908199163515735e6,3.8142349290859574e6,4.081775736716055e6,6.039256706490457e6,4.795779610310232e6,5.441818773721234e6,0.0,74128.14613664475,3.768863692025182e6,108915.44615362106,5.506605283380423e6
3.9234958759202696e6,5.681053732111791e6,5.582858298046258e6,5.571608522822428e6,5.4178754907107735e6,5.340515089230424e6,127532.45516854695,4.529195119888368e6,4.430505146885292e6,4.324475034155737e6,227888.16405313768,4.546780096828479e6,4.083872345912671e6,4.638950586061496e6,4.280546929770947e6,4.214456904935024e6,4.44539920064906e6,6.15226155174028e6,5.0395727569712745e6,5.704566320450751e6,74128.14613664475,0.0,3.5035227381777996e6,149776.53961371345,5.764167674202032e6
4.23521561703787e6,5.095512449745081e6,4.693537839164057e6,5.456455727317558e6,6.331715755849422e6,5.211477075356023e6,3.1429292617795845e6,4.353907346959887e6,4.24057443241241e6,4.061597753347581e6,3.792958223805609e6,4.491246484313574e6,4.3186235854476765e6,4.596703339154609e6,4.394663505970916e6,4.422661684000691e6,4.332289668133179e6,6.061018859445804e6,6.341142008738493e6,5.116645471239129e6,3.768863692025182e6,3.5035227381777996e6,0.0,4.420353470454929e6,5.195105745900792e6
3.7855700506727314e6,5.425362358603926e6,5.451859658005278e6,5.458374620257092e6,4.681567949372439e6,4.972986148513591e6,214175.302791887,4.366477558092643e6,4.300848406860538e6,4.2539463529961705e6,221494.14177515754,4.331041975864181e6,3.8805659171948074e6,4.393501347839547e6,4.0691780304112043e6,3.98244124804269e6,4.280780161151094e6,5.7292397726494e6,4.21445194218874e6,5.446105824453456e6,108915.44615362106,149776.53961371345,4.420353470454929e6,0.0,5.490113241813291e6
2.799940476123774e6,27723.41051513844,100056.33456706101,5.050345538138968e6,3.113827812266925e6,112379.01558735843,5.331536654926661e6,270258.9932836356,288837.0249035355,2.5085175699985838e6,4.730957372614969e6,263004.1720992314,2.6962742425681176e6,245843.07456126242,305018.0083333408,2.5320032985068206e6,283145.54779740615,2.838131517763715e6,3.662678691886899e6,20923.023414790594,5.506605283380423e6,5.764167674202032e6,5.195105745900792e6,5.490113241813291e6,0.0
