x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25
0.0,5233.9469324869415,4874.643818742061,12281.750042645102,8612.670847109444,4269.333306272447,6388.105874828798,1504.3160701820482,1423.3525940310858,1583.0791911363488,4951.128388256753,1602.1995597760686,986.9604881272793,1886.306409912244,1180.9854760656408,1162.8928818206737,1356.3516804391911,9731.547016656321,8838.860211595807,5331.492763858262,7069.861178532507,7846.991751840539,8470.43123407574,7571.140101345462,5599.880952247548
5233.9469324869415,0.0,1257.4172233264574,10361.512612984068,6497.96287795055,1587.4648023604786,10429.65292135671,3956.273484120821,4255.094717768821,4611.395822365698,9204.836684555996,3852.5916683635014,5024.182323171148,3581.742699590791,4542.944302004177,4696.432830249739,4169.361227686744,6071.365342920902,7542.936328966747,112.12645128426996,10831.27603343566,11362.107464223582,10191.024899490163,10850.724717207853,447.1517825022329
4874.643818742061,1257.4172233264574,0.0,10759.36805882945,7547.567152121364,2300.4299359899337,10082.905787510414,3512.532955695983,3754.4852382668228,4020.11993325423,8970.651103835555,3535.646075996302,4702.929930610623,3344.4673109519053,4225.570961783605,4420.753187223146,3741.104932212772,6957.020912133528,8505.806911133464,1328.1402091148227,10680.947895114656,11165.716596092516,9387.075678328114,10903.719316010554,1613.8118478558229
12281.750042645102,10361.512612984068,10759.36805882945,0.0,7518.319763582882,10840.284021981828,11982.62182138089,12133.754571363634,12232.239417366985,12339.164256865126,12316.962461085364,12067.685225513515,12365.838965983845,11956.788603129884,12254.621175412829,12270.46221605124,12193.316989701458,5823.410773951268,7556.331441890097,10295.996547713703,11471.101440520812,11143.217045644855,10912.911454635116,10916.749240514184,10100.691076277935
8612.670847109444,6497.96287795055,7547.567152121364,7518.319763582882,0.0,6091.991844522251,11007.819111405377,8278.443062255637,8516.749438912999,8867.436926488752,9925.700138442378,7988.768532842672,8422.23837509376,7744.969612038554,8232.856348179383,8187.981637607985,8333.126362716084,3738.3733471050755,1477.144954551117,6443.196413930678,10349.101145134904,10835.750981421546,12663.431511698844,9363.135898744877,6227.65562453385
4269.333306272447,1587.4648023604786,2300.4299359899337,10840.284021981828,6091.991844522251,0.0,9713.604316304443,3112.2063425458414,3450.491117804321,3893.6413524146947,8238.994591890554,2872.9284578201,3973.7112910519854,2546.3262741810327,3508.4880356544054,3611.55388354375,3285.586483064665,6603.572072049994,6959.119137069094,1652.5542548770331,10016.422147298072,10681.030178460847,10422.954150712047,9945.972297027181,1812.5647675380392
6388.105874828798,10429.65292135671,10082.905787510414,11982.62182138089,11007.819111405377,9713.604316304443,0.0,7638.723621447488,7393.932199468954,7118.052787829654,2238.053934154021,7723.6094282248505,6701.911004898835,7956.915349846318,7134.4371021362,7011.000248257229,7454.545332060657,12389.94886819392,10453.770573653774,10492.604196500646,1764.6741838835846,2056.9750833636604,6285.858523559169,3454.4403676110805,10663.073309853322
1504.3160701820482,3956.273484120821,3512.532955695983,12133.754571363634,8278.443062255637,3112.2063425458414,7638.723621447488,0.0,350.8510427985238,829.6035635573201,6127.015246437129,397.8008863236999,1273.326308520862,684.9001796759005,803.3290693914594,1038.326683956537,238.4581871208606,9063.392317269532,8737.312619299368,4061.6419587127248,8345.348685995585,9058.390239776736,8707.814693919774,8732.955116185285,4359.0160207038
1423.3525940310858,4255.094717768821,3754.4852382668228,12232.239417366985,8516.749438912999,3450.491117804321,7393.932199468954,350.8510427985238,0.0,486.38233400171464,5905.263462502661,691.8464505427997,1118.786431192595,1013.6055961230174,752.7349069910405,984.7127136911533,255.80036154679414,9305.09906540386,8937.29360208593,4360.071142616222,8153.52943056468,8861.010293770583,8481.14886482482,8601.696813721075,4658.661691992508
1583.0791911363488,4611.395822365698,4020.11993325423,12339.164256865126,8867.436926488752,3893.6413524146947,7118.052787829654,829.6035635573201,486.38233400171464,0.0,5699.12584091175,1173.698580342218,1192.6131574489932,1497.6479919650014,1025.1900616132932,1213.1665070555914,722.5960636542551,9607.135965167136,9252.611382600768,4715.711802598379,7965.292188290352,8648.950068311473,8123.195506695161,8507.89270599234,5017.035139997168
